Timestamp,StatusCode,Latency_ms,ErrorType,ErrorDetail
2026-07-26T03:26:34.334829+00:00,200,211,,
2026-07-26T03:26:44.490812+00:00,200,154,,
2026-07-26T03:26:54.695744+00:00,200,203,,
2026-07-26T03:27:04.885752+00:00,200,187,,
2026-07-26T03:27:15.120049+00:00,200,233,,
2026-07-26T03:27:25.319446+00:00,200,197,,
2026-07-26T03:27:35.534846+00:00,200,214,,
2026-07-26T03:27:45.757801+00:00,200,220,,
2026-07-26T03:27:55.974414+00:00,200,214,,
2026-07-26T03:28:06.244826+00:00,200,268,,
2026-07-26T03:28:16.457517+00:00,200,211,,
2026-07-26T03:28:26.721083+00:00,200,262,,
2026-07-26T03:28:37.051377+00:00,200,328,,
2026-07-26T03:28:47.265849+00:00,200,212,,
2026-07-26T03:28:57.416243+00:00,200,149,,
2026-07-26T03:29:07.640690+00:00,200,222,,
2026-07-26T03:29:17.833180+00:00,200,190,,
2026-07-26T03:29:28.021358+00:00,200,186,,
2026-07-26T03:29:38.195820+00:00,200,172,,
2026-07-26T03:29:48.434794+00:00,404,237,HTTPError,
2026-07-26T03:29:58.724988+00:00,502,288,GatewayError,
2026-07-26T03:30:08.909852+00:00,200,183,,
2026-07-26T03:30:19.102327+00:00,200,190,,
2026-07-26T03:30:29.275806+00:00,200,172,,
2026-07-26T03:30:39.448297+00:00,200,171,,
2026-07-26T03:30:49.718859+00:00,200,269,,
2026-07-26T03:30:59.924537+00:00,200,204,,
2026-07-26T03:31:10.138958+00:00,200,211,,
2026-07-26T03:31:20.371235+00:00,200,230,,
2026-07-26T03:31:30.589664+00:00,200,216,,
2026-07-26T03:31:40.799953+00:00,200,208,,
2026-07-26T03:31:51.004108+00:00,200,202,,
2026-07-26T03:32:01.187108+00:00,200,180,,
2026-07-26T03:32:11.397581+00:00,200,208,,
2026-07-26T03:32:21.602929+00:00,200,202,,
2026-07-26T03:32:32.061985+00:00,200,457,,
2026-07-26T03:32:42.256438+00:00,200,193,,
2026-07-26T03:32:52.511354+00:00,200,252,,
2026-07-26T03:33:02.803608+00:00,200,289,,
2026-07-26T03:33:13.034602+00:00,200,213,,
2026-07-26T03:33:23.344246+00:00,200,304,,
2026-07-26T03:33:33.633938+00:00,200,288,,
2026-07-26T03:33:43.964468+00:00,200,327,,
2026-07-26T03:33:54.315917+00:00,200,347,,
2026-07-26T03:34:04.635120+00:00,200,314,,
2026-07-26T03:34:14.936461+00:00,200,298,,
2026-07-26T03:34:25.200682+00:00,200,259,,
2026-07-26T03:34:35.417568+00:00,200,213,,
2026-07-26T03:34:45.642851+00:00,200,223,,
2026-07-26T03:34:55.801150+00:00,200,157,,
2026-07-26T03:35:06.226714+00:00,200,424,,
2026-07-26T03:35:16.540392+00:00,200,307,,
2026-07-26T03:35:26.892147+00:00,200,346,,
2026-07-26T03:35:37.232033+00:00,200,337,,
2026-07-26T03:35:47.402116+00:00,200,168,,
2026-07-26T03:35:57.668410+00:00,200,264,,
2026-07-26T03:36:08.051369+00:00,200,380,,
2026-07-26T03:36:18.251744+00:00,200,197,,
2026-07-26T03:36:28.513880+00:00,200,258,,
2026-07-26T03:36:38.875433+00:00,200,359,,
2026-07-26T03:36:49.150638+00:00,200,273,,
2026-07-26T03:36:59.412408+00:00,200,258,,
2026-07-26T03:37:09.706216+00:00,200,289,,
2026-07-26T03:37:19.996322+00:00,200,283,,
2026-07-26T03:37:30.310725+00:00,200,308,,
2026-07-26T03:37:40.527367+00:00,200,210,,
2026-07-26T03:37:50.834983+00:00,200,305,,
2026-07-26T03:38:01.144522+00:00,200,306,,
2026-07-26T03:38:11.314088+00:00,200,168,,
2026-07-26T03:38:21.534116+00:00,200,218,,
2026-07-26T03:38:31.753593+00:00,200,217,,
2026-07-26T03:38:41.959665+00:00,200,204,,
2026-07-26T03:38:52.288030+00:00,200,325,,
2026-07-26T03:39:02.562576+00:00,200,269,,
2026-07-26T03:39:12.897854+00:00,200,333,,
2026-07-26T03:39:23.299046+00:00,200,398,,
2026-07-26T03:39:33.493396+00:00,200,191,,
2026-07-26T03:39:43.786246+00:00,200,290,,
2026-07-26T03:39:54.160587+00:00,200,365,,
2026-07-26T03:40:04.433469+00:00,200,270,,
2026-07-26T03:40:14.728341+00:00,200,291,,
2026-07-26T03:40:25.083316+00:00,200,352,,
2026-07-26T03:40:35.356588+00:00,200,270,,
2026-07-26T03:40:45.623943+00:00,200,265,,
2026-07-26T03:40:56.350817+00:00,200,722,,
2026-07-26T03:41:07.026330+00:00,200,674,,
2026-07-26T03:41:17.222653+00:00,200,194,,
2026-07-26T03:41:27.520334+00:00,200,294,,
2026-07-26T03:41:37.795726+00:00,200,257,,
2026-07-26T03:41:48.225400+00:00,200,412,,
2026-07-26T03:41:58.519952+00:00,200,286,,
2026-07-26T03:42:08.770766+00:00,200,248,,
2026-07-26T03:42:19.002776+00:00,200,227,,
2026-07-26T03:42:29.261082+00:00,200,249,,
2026-07-26T03:42:39.486224+00:00,200,223,,
2026-07-26T03:42:50.216218+00:00,200,728,,
2026-07-26T03:43:00.447396+00:00,200,226,,
2026-07-26T03:43:10.689305+00:00,200,238,,
2026-07-26T03:43:20.906116+00:00,200,208,,
2026-07-26T03:43:31.188791+00:00,200,271,,
2026-07-26T03:43:41.434107+00:00,200,243,,
2026-07-26T03:43:51.655101+00:00,200,219,,
2026-07-26T03:44:01.872551+00:00,200,215,,
2026-07-26T03:44:12.113471+00:00,200,237,,
2026-07-26T03:44:22.354863+00:00,200,234,,
2026-07-26T03:44:32.565218+00:00,200,208,,
2026-07-26T03:44:42.808588+00:00,200,241,,
2026-07-26T03:44:53.114159+00:00,200,298,,
2026-07-26T03:45:03.417616+00:00,200,297,,
2026-07-26T03:45:13.772169+00:00,200,350,,
2026-07-26T03:45:24.005967+00:00,200,228,,
2026-07-26T03:45:34.242866+00:00,200,230,,
2026-07-26T03:45:44.498787+00:00,200,253,,
2026-07-26T03:45:54.703612+00:00,200,202,,
2026-07-26T03:46:04.974783+00:00,200,261,,
2026-07-26T03:46:15.234566+00:00,200,257,,
2026-07-26T03:46:25.450386+00:00,200,214,,
2026-07-26T03:46:35.663657+00:00,200,211,,
2026-07-26T03:46:46.061752+00:00,200,396,,
2026-07-26T03:46:56.305250+00:00,404,230,HTTPError,
2026-07-26T03:47:16.689364+00:00,TIMEOUT,,TimeoutError,"HTTPSConnectionPool(host='socanalyst.raymundgerardestaca.dev', port=443): Read timed out. (read timeout=10)"
2026-07-26T03:47:27.009154+00:00,200,311,,
2026-07-26T03:47:37.247127+00:00,200,234,,
2026-07-26T03:47:47.555726+00:00,200,306,,
2026-07-26T03:47:57.830126+00:00,200,270,,
2026-07-26T03:48:08.147405+00:00,200,304,,
2026-07-26T03:48:18.438684+00:00,200,288,,
2026-07-26T03:48:28.727074+00:00,200,281,,
2026-07-26T03:48:39.035920+00:00,200,306,,
2026-07-26T03:48:49.278165+00:00,200,241,,
2026-07-26T03:48:59.559352+00:00,200,279,,
2026-07-26T03:49:09.756872+00:00,200,195,,
2026-07-26T03:49:20.077684+00:00,200,315,,
2026-07-26T03:49:30.309307+00:00,200,228,,
2026-07-26T03:49:40.653903+00:00,200,339,,
2026-07-26T03:49:51.153870+00:00,200,495,,
2026-07-26T03:50:01.430901+00:00,200,274,,
2026-07-26T03:50:11.804103+00:00,200,370,,
2026-07-26T03:50:22.088146+00:00,200,282,,
2026-07-26T03:50:32.353607+00:00,200,263,,
2026-07-26T03:50:42.627506+00:00,200,272,,
2026-07-26T03:50:52.910276+00:00,200,274,,
2026-07-26T03:51:03.082261+00:00,200,169,,
2026-07-26T03:51:13.276740+00:00,200,192,,
2026-07-26T03:51:23.458161+00:00,200,178,,
2026-07-26T03:51:33.681453+00:00,200,221,,
2026-07-26T03:51:43.870218+00:00,200,184,,
2026-07-26T03:51:54.173025+00:00,200,296,,
2026-07-26T03:52:04.530338+00:00,200,355,,
2026-07-26T03:52:14.805680+00:00,200,270,,
2026-07-26T03:52:25.022493+00:00,200,214,,
2026-07-26T03:52:35.299125+00:00,200,272,,
2026-07-26T03:52:45.536598+00:00,200,235,,
2026-07-26T03:52:55.965546+00:00,200,422,,
2026-07-26T03:53:06.243347+00:00,200,276,,
2026-07-26T03:53:16.554804+00:00,200,305,,
2026-07-26T03:53:26.809677+00:00,200,250,,
2026-07-26T03:53:37.071955+00:00,200,259,,
2026-07-26T03:53:47.341692+00:00,200,266,,
2026-07-26T03:53:57.814545+00:00,200,468,,
2026-07-26T03:54:08.066289+00:00,200,249,,
2026-07-26T03:54:18.334935+00:00,200,267,,
2026-07-26T03:54:28.541060+00:00,200,194,,
2026-07-26T03:54:38.901834+00:00,200,359,,
2026-07-26T03:54:49.200557+00:00,200,296,,
2026-07-26T03:54:59.531775+00:00,200,326,,
2026-07-26T03:55:09.843073+00:00,200,308,,
2026-07-26T03:55:20.084050+00:00,200,236,,
2026-07-26T03:55:30.408112+00:00,200,319,,
2026-07-26T03:55:40.812601+00:00,200,400,,
2026-07-26T03:55:51.084615+00:00,200,266,,
2026-07-26T03:56:01.308776+00:00,200,221,,
2026-07-26T03:56:11.546280+00:00,200,235,,
2026-07-26T03:56:21.743814+00:00,200,195,,
2026-07-26T03:56:31.985059+00:00,200,239,,
2026-07-26T03:56:42.195293+00:00,200,206,,
2026-07-26T03:56:52.414159+00:00,200,217,,
2026-07-26T03:57:02.711890+00:00,200,295,,
2026-07-26T03:57:12.977663+00:00,200,263,,
2026-07-26T03:57:23.189282+00:00,200,209,,
2026-07-26T03:57:33.443239+00:00,200,252,,
2026-07-26T03:57:43.661641+00:00,200,217,,
2026-07-26T03:57:53.897052+00:00,200,233,,
2026-07-26T03:58:04.161838+00:00,200,263,,
2026-07-26T03:58:14.349937+00:00,200,185,,
2026-07-26T03:58:24.593511+00:00,200,242,,
2026-07-26T03:58:34.799052+00:00,200,202,,
2026-07-26T03:58:45.043884+00:00,200,241,,
2026-07-26T03:58:55.248618+00:00,200,203,,
2026-07-26T03:59:05.506325+00:00,200,255,,
2026-07-26T03:59:15.754845+00:00,200,247,,
2026-07-26T03:59:26.008790+00:00,200,252,,
2026-07-26T03:59:36.213397+00:00,200,200,,
2026-07-26T03:59:46.432464+00:00,200,216,,
2026-07-26T03:59:56.675501+00:00,200,238,,
2026-07-26T04:00:06.883616+00:00,200,205,,
2026-07-26T04:00:17.085532+00:00,200,196,,
2026-07-26T04:00:27.278697+00:00,200,188,,
2026-07-26T04:00:37.527415+00:00,200,247,,
2026-07-26T04:00:47.741368+00:00,200,212,,
2026-07-26T04:00:58.022187+00:00,200,279,,
2026-07-26T04:01:08.244218+00:00,200,219,,
2026-07-26T04:01:18.469016+00:00,200,221,,
2026-07-26T04:01:28.683945+00:00,200,213,,
2026-07-26T04:01:39.032975+00:00,200,346,,
2026-07-26T04:01:49.232542+00:00,200,196,,
2026-07-26T04:01:59.412943+00:00,200,177,,
2026-07-26T04:02:09.672738+00:00,200,257,,
2026-07-26T04:02:19.852734+00:00,200,173,,
2026-07-26T04:02:30.053333+00:00,200,198,,
2026-07-26T04:02:40.249455+00:00,200,193,,
2026-07-26T04:02:50.446772+00:00,200,195,,
2026-07-26T04:03:00.646290+00:00,200,197,,
2026-07-26T04:03:10.906208+00:00,200,257,,
2026-07-26T04:03:21.105616+00:00,200,197,,
2026-07-26T04:03:31.295605+00:00,200,188,,
2026-07-26T04:03:41.506992+00:00,200,205,,
2026-07-26T04:03:51.785419+00:00,200,277,,
2026-07-26T04:04:02.136796+00:00,200,349,,
2026-07-26T04:04:12.329657+00:00,200,191,,
2026-07-26T04:04:22.533760+00:00,200,199,,
2026-07-26T04:04:32.873847+00:00,200,337,,
2026-07-26T04:04:43.066766+00:00,200,191,,
2026-07-26T04:04:53.372208+00:00,200,302,,
2026-07-26T04:05:03.548497+00:00,200,174,,
2026-07-26T04:05:13.767199+00:00,200,217,,
2026-07-26T04:05:24.024943+00:00,200,255,,
2026-07-26T04:05:34.319939+00:00,200,291,,
2026-07-26T04:05:44.585682+00:00,200,260,,
2026-07-26T04:05:54.900659+00:00,200,312,,
2026-07-26T04:06:05.099612+00:00,200,195,,
2026-07-26T04:06:15.328678+00:00,200,226,,
2026-07-26T04:06:25.630880+00:00,200,298,,
2026-07-26T04:06:35.807796+00:00,200,175,,
2026-07-26T04:06:46.087782+00:00,200,278,,
2026-07-26T04:06:56.284699+00:00,200,195,,
2026-07-26T04:07:06.501908+00:00,200,215,,
2026-07-26T04:07:16.774852+00:00,200,270,,
2026-07-26T04:07:27.000193+00:00,200,223,,
2026-07-26T04:07:37.248711+00:00,200,246,,
2026-07-26T04:07:47.477953+00:00,200,228,,
2026-07-26T04:07:57.739499+00:00,200,259,,
2026-07-26T04:08:07.991710+00:00,200,251,,
2026-07-26T04:08:18.304206+00:00,200,310,,
2026-07-26T04:08:28.487798+00:00,200,181,,
2026-07-26T04:08:38.699132+00:00,200,209,,
2026-07-26T04:08:48.900208+00:00,200,199,,
2026-07-26T04:08:59.099380+00:00,200,197,,
2026-07-26T04:09:09.299292+00:00,200,197,,
2026-07-26T04:09:19.858949+00:00,200,558,,
2026-07-26T04:09:30.163743+00:00,200,302,,
2026-07-26T04:09:40.412934+00:00,200,247,,
2026-07-26T04:09:50.688599+00:00,200,274,,
2026-07-26T04:10:00.914200+00:00,200,221,,
2026-07-26T04:10:11.202617+00:00,200,285,,
2026-07-26T04:10:21.403620+00:00,200,199,,
2026-07-26T04:10:31.609208+00:00,200,203,,
2026-07-26T04:10:41.856384+00:00,200,244,,
2026-07-26T04:10:52.049507+00:00,200,191,,
2026-07-26T04:11:02.234973+00:00,200,184,,
2026-07-26T04:11:12.447809+00:00,200,209,,
2026-07-26T04:11:22.648035+00:00,200,196,,
2026-07-26T04:11:32.929624+00:00,200,278,,
2026-07-26T04:11:43.215350+00:00,200,279,,
2026-07-26T04:11:53.538590+00:00,200,321,,
2026-07-26T04:12:03.733824+00:00,200,194,,
2026-07-26T04:12:13.928203+00:00,200,192,,
2026-07-26T04:12:24.166078+00:00,200,236,,
2026-07-26T04:12:34.423201+00:00,200,254,,
2026-07-26T04:12:44.637918+00:00,200,212,,
2026-07-26T04:12:54.838373+00:00,200,198,,
2026-07-26T04:13:05.058013+00:00,200,217,,
2026-07-26T04:13:15.255399+00:00,200,196,,
2026-07-26T04:13:25.483501+00:00,200,226,,
2026-07-26T04:13:35.712596+00:00,200,227,,
2026-07-26T04:13:45.947145+00:00,200,229,,
2026-07-26T04:13:56.161398+00:00,200,212,,
2026-07-26T04:14:06.600837+00:00,200,434,,
2026-07-26T04:14:16.824706+00:00,200,220,,
2026-07-26T04:14:27.203428+00:00,200,376,,
2026-07-26T04:14:37.447241+00:00,200,241,,
2026-07-26T04:14:47.653509+00:00,200,204,,
2026-07-26T04:14:57.867974+00:00,200,211,,
2026-07-26T04:15:08.073375+00:00,200,203,,
2026-07-26T04:15:18.281866+00:00,200,203,,
2026-07-26T04:15:28.495651+00:00,200,212,,
2026-07-26T04:15:38.700401+00:00,200,203,,
2026-07-26T04:15:48.938763+00:00,200,236,,
2026-07-26T04:15:59.170926+00:00,200,230,,
2026-07-26T04:16:09.363587+00:00,200,191,,
2026-07-26T04:16:19.555981+00:00,200,190,,
2026-07-26T04:16:29.805751+00:00,200,248,,
2026-07-26T04:16:40.019232+00:00,200,210,,
2026-07-26T04:16:50.218195+00:00,200,195,,
2026-07-26T04:17:00.550263+00:00,200,330,,
2026-07-26T04:17:10.813181+00:00,200,261,,
2026-07-26T04:17:21.053247+00:00,200,238,,
2026-07-26T04:17:31.275676+00:00,200,220,,
2026-07-26T04:17:41.517803+00:00,200,240,,
2026-07-26T04:17:51.717297+00:00,200,198,,
2026-07-26T04:18:01.919471+00:00,200,197,,
2026-07-26T04:18:12.150334+00:00,200,228,,
2026-07-26T04:18:22.339622+00:00,200,187,,
2026-07-26T04:18:32.528240+00:00,200,185,,
2026-07-26T04:18:42.755134+00:00,200,225,,
2026-07-26T04:18:52.964830+00:00,200,207,,
2026-07-26T04:19:03.205090+00:00,200,235,,
2026-07-26T04:19:13.522175+00:00,200,314,,
2026-07-26T04:19:23.752612+00:00,200,228,,
2026-07-26T04:19:33.936275+00:00,200,182,,
2026-07-26T04:19:44.235084+00:00,200,297,,
2026-07-26T04:19:54.700802+00:00,200,462,,
2026-07-26T04:20:04.879164+00:00,200,177,,
2026-07-26T04:20:15.057088+00:00,200,176,,
2026-07-26T04:20:25.239549+00:00,200,180,,
2026-07-26T04:20:35.413006+00:00,200,172,,
2026-07-26T04:20:45.614409+00:00,200,195,,
2026-07-26T04:20:55.818363+00:00,200,200,,
2026-07-26T04:21:06.032909+00:00,200,213,,
2026-07-26T04:21:16.247215+00:00,200,212,,
2026-07-26T04:21:26.424664+00:00,200,176,,
2026-07-26T04:21:36.604954+00:00,200,178,,
2026-07-26T04:21:46.790796+00:00,200,184,,
2026-07-26T04:21:57.054957+00:00,200,261,,
2026-07-26T04:22:07.275448+00:00,200,218,,
2026-07-26T04:22:17.480810+00:00,200,203,,
2026-07-26T04:22:27.697442+00:00,200,213,,
2026-07-26T04:22:37.874146+00:00,200,174,,
2026-07-26T04:22:48.062669+00:00,200,187,,
2026-07-26T04:22:58.366038+00:00,200,301,,
2026-07-26T04:23:08.898573+00:00,200,531,,
2026-07-26T04:23:19.152050+00:00,200,251,,
2026-07-26T04:23:29.365780+00:00,200,211,,
2026-07-26T04:23:39.564407+00:00,200,196,,
2026-07-26T04:23:49.853359+00:00,200,285,,
2026-07-26T04:24:00.075161+00:00,200,220,,
2026-07-26T04:24:10.292668+00:00,200,214,,
2026-07-26T04:24:20.500480+00:00,200,204,,
2026-07-26T04:24:30.697478+00:00,200,194,,
2026-07-26T04:24:40.883670+00:00,200,184,,
2026-07-26T04:24:51.084505+00:00,200,199,,
2026-07-26T04:25:01.290456+00:00,200,200,,
2026-07-26T04:25:11.486008+00:00,200,193,,
2026-07-26T04:25:21.676149+00:00,200,188,,
2026-07-26T04:25:31.884212+00:00,200,202,,
2026-07-26T04:25:42.117918+00:00,200,226,,
2026-07-26T04:25:52.615324+00:00,200,495,,
2026-07-26T04:26:02.800298+00:00,200,183,,
2026-07-26T04:26:12.983313+00:00,200,181,,
2026-07-26T04:26:23.185924+00:00,200,196,,
2026-07-26T04:26:33.372367+00:00,200,185,,
2026-07-26T04:26:43.664867+00:00,200,290,,
2026-07-26T04:26:53.982787+00:00,200,316,,
2026-07-26T04:27:04.232995+00:00,200,248,,
2026-07-26T04:27:14.592051+00:00,200,355,,
2026-07-26T04:27:24.780243+00:00,200,187,,
2026-07-26T04:27:34.988662+00:00,200,199,,
2026-07-26T04:27:45.161091+00:00,200,171,,
2026-07-26T04:27:55.331662+00:00,200,169,,
2026-07-26T04:28:05.551781+00:00,200,219,,
2026-07-26T04:28:15.841942+00:00,200,288,,
2026-07-26T04:28:26.082147+00:00,200,238,,
2026-07-26T04:28:36.407625+00:00,200,322,,
2026-07-26T04:28:46.615786+00:00,200,205,,
2026-07-26T04:28:56.836383+00:00,200,219,,
2026-07-26T04:29:07.223748+00:00,200,384,,
2026-07-26T04:29:17.440800+00:00,200,214,,
2026-07-26T04:29:27.667303+00:00,200,214,,
2026-07-26T04:29:37.870609+00:00,200,201,,
2026-07-26T04:29:48.107942+00:00,200,235,,
2026-07-26T04:29:58.323568+00:00,200,214,,
2026-07-26T04:30:08.569816+00:00,200,244,,
2026-07-26T04:30:18.848125+00:00,200,276,,
2026-07-26T04:30:29.094893+00:00,200,240,,
2026-07-26T04:30:39.327952+00:00,200,228,,
2026-07-26T04:30:49.562091+00:00,200,232,,
2026-07-26T04:30:59.790476+00:00,200,227,,
2026-07-26T04:31:09.995411+00:00,200,201,,
2026-07-26T04:31:20.223360+00:00,200,225,,
2026-07-26T04:31:30.464230+00:00,200,238,,
2026-07-26T04:31:40.717413+00:00,200,249,,
2026-07-26T04:31:50.974560+00:00,200,249,,
2026-07-26T04:32:01.234001+00:00,200,253,,
2026-07-26T04:32:11.471176+00:00,200,232,,
2026-07-26T04:32:21.858839+00:00,200,385,,
2026-07-26T04:32:32.094012+00:00,200,233,,
2026-07-26T04:32:42.358269+00:00,200,261,,
2026-07-26T04:32:52.569538+00:00,200,210,,
2026-07-26T04:33:02.776752+00:00,200,206,,
2026-07-26T04:33:13.056440+00:00,200,277,,
2026-07-26T04:33:23.314582+00:00,200,252,,
2026-07-26T04:33:33.532136+00:00,200,214,,
2026-07-26T04:33:43.738492+00:00,200,205,,
2026-07-26T04:33:53.932016+00:00,200,190,,
2026-07-26T04:34:04.138574+00:00,200,204,,
2026-07-26T04:34:14.426981+00:00,200,287,,
2026-07-26T04:34:24.638886+00:00,200,209,,
2026-07-26T04:34:34.882231+00:00,200,241,,
2026-07-26T04:34:45.086999+00:00,200,202,,
2026-07-26T04:34:55.333538+00:00,200,244,,
2026-07-26T04:35:05.589371+00:00,200,254,,
2026-07-26T04:35:15.799380+00:00,200,206,,
2026-07-26T04:35:25.988281+00:00,200,186,,
2026-07-26T04:35:36.186815+00:00,200,196,,
2026-07-26T04:35:46.405232+00:00,200,216,,
2026-07-26T04:35:56.620402+00:00,200,213,,
2026-07-26T04:36:06.893547+00:00,200,270,,
2026-07-26T04:36:17.128020+00:00,200,231,,
2026-07-26T04:36:27.316600+00:00,200,185,,
2026-07-26T04:36:37.566841+00:00,200,247,,
2026-07-26T04:36:47.782254+00:00,200,213,,
2026-07-26T04:36:57.998958+00:00,200,214,,
2026-07-26T04:37:08.242974+00:00,200,241,,
2026-07-26T04:37:18.459876+00:00,200,215,,
2026-07-26T04:37:28.673895+00:00,200,212,,
2026-07-26T04:37:38.906209+00:00,200,230,,
2026-07-26T04:37:49.116502+00:00,200,208,,
2026-07-26T04:37:59.312026+00:00,200,191,,
2026-07-26T04:38:09.546078+00:00,200,232,,
2026-07-26T04:38:19.865608+00:00,200,316,,
2026-07-26T04:38:30.106684+00:00,200,235,,
2026-07-26T04:38:40.390115+00:00,200,279,,
2026-07-26T04:38:50.609452+00:00,200,215,,
2026-07-26T04:39:00.799476+00:00,200,187,,
2026-07-26T04:39:11.034816+00:00,200,231,,
2026-07-26T04:39:21.274726+00:00,200,233,,
2026-07-26T04:39:31.501866+00:00,200,224,,
2026-07-26T04:39:41.749134+00:00,200,243,,
2026-07-26T04:39:52.005030+00:00,200,252,,
2026-07-26T04:40:02.249457+00:00,200,242,,
2026-07-26T04:40:12.502203+00:00,200,250,,
2026-07-26T04:40:22.755565+00:00,200,251,,
2026-07-26T04:40:33.004554+00:00,200,245,,
2026-07-26T04:40:43.282423+00:00,200,275,,
2026-07-26T04:40:53.488294+00:00,200,202,,
2026-07-26T04:41:03.715543+00:00,200,225,,
2026-07-26T04:41:13.971467+00:00,200,249,,
2026-07-26T04:41:24.285123+00:00,200,310,,
2026-07-26T04:41:34.567773+00:00,200,281,,
2026-07-26T04:41:44.815837+00:00,200,242,,
2026-07-26T04:41:55.046479+00:00,200,226,,
2026-07-26T04:42:05.260019+00:00,200,211,,
2026-07-26T04:42:15.476424+00:00,200,210,,
2026-07-26T04:42:25.709512+00:00,200,230,,
2026-07-26T04:42:36.022532+00:00,200,303,,
2026-07-26T04:42:46.285621+00:00,200,260,,
2026-07-26T04:42:56.508785+00:00,200,221,,
2026-07-26T04:43:06.735957+00:00,200,223,,
2026-07-26T04:43:16.951025+00:00,200,209,,
